B,Cu,EC,Fe,Feature_ID,K,Mn,N,OC,P,S,Scan_Lat,Scan_Lon,Zn,pH,village
0.65,0.31,0.37,1.15,29_524_shc_2024-25.4960,184.0,2.3,338.0,0.59,29.0,20.2,16.193999999999956,75.66399999999841,0.15,7.5,Veerapur
0.51,0.33,0.44,1.27,29_524_shc_2024-25.5012,175.0,3.19,263.0,0.46,14.0,15.2,16.193999999999956,75.66399999999841,0.11,7.4,Veerapur
0.62,0.52,0.13,0.74,29_524_shc_2024-25.1658,293.0,1.74,143.0,0.25,12.0,35.0,16.195999999999955,75.47799999999884,0.28,8.4,Kaladgi
0.46,0.37,0.19,0.75,29_524_shc_2024-25.10244,270.0,1.43,195.0,0.34,33.0,35.0,16.195999999999955,75.47799999999884,0.22,8.1,Kaladgi
0.69,0.49,0.15,0.86,29_524_shc_2024-25.10305,292.0,3.07,155.0,0.27,19.0,20.7,16.195999999999955,75.47799999999884,0.17,8.0,Kaladgi
0.48,0.41,0.13,0.8,29_524_shc_2024-25.10306,236.0,3.22,332.0,0.58,19.0,23.7,16.195999999999955,75.47799999999884,0.23,8.4,Kaladgi
0.27,0.27,0.13,0.95,29_524_shc_2024-25.10459,371.0,2.67,327.0,0.57,54.0,28.0,16.195999999999955,75.47799999999884,0.18,7.8,Kaladgi
0.5,0.31,0.17,0.94,29_524_shc_2024-25.18092,270.0,2.14,302.0,0.53,23.0,24.5,16.195999999999955,75.47799999999884,0.1,7.2,Kaladgi
0.67,0.49,0.17,0.92,29_524_shc_2024-25.18756,259.0,1.26,183.0,0.32,12.0,23.2,16.195999999999955,75.47799999999884,0.35,8.2,Kaladgi
0.44,0.36,0.12,0.83,29_524_shc_2024-25.18757,217.0,1.07,155.0,0.27,25.0,94.2,16.195999999999955,75.47799999999884,0.4,8.0,Kaladgi
0.78,0.46,0.36,0.85,29_524_shc_2024-25.654,213.0,3.02,206.0,0.36,75.0,26.7,16.195999999999955,75.62999999999849,0.41,6.7,Kesanur *
0.73,0.27,0.3,1.11,29_524_shc_2024-25.4810,258.0,3.76,338.0,0.59,55.0,20.2,16.195999999999955,75.62999999999849,0.31,8.0,Kesanur *
0.48,0.45,0.15,1.09,29_524_shc_2024-25.16689,270.0,2.01,384.0,0.67,35.0,7.75,16.195999999999955,75.66199999999841,0.18,7.1,Muranal
0.84,1.06,0.46,0.84,29_524_shc_2024-25.16693,259.0,2.08,372.0,0.65,66.0,30.2,16.195999999999955,75.66199999999841,0.56,7.4,Muranal
0.57,0.48,0.1,2.0,29_524_shc_2024-25.14714,135.0,3.1,309.0,0.54,33.0,10.0,16.195999999999955,75.98799999999765,0.67,7.5,Nandanoor
0.48,0.37,0.14,0.69,29_524_shc_2024-25.16107,90.0,2.0,218.0,0.38,25.0,44.0,16.195999999999955,75.98799999999765,0.47,7.8,Nandanoor
0.58,0.39,0.16,0.78,29_524_shc_2024-25.17061,67.0,3.1,310.0,0.54,38.0,10.7,16.195999999999955,75.98799999999765,0.68,8.0,Nandanoor
0.6,0.47,0.11,0.33,29_524_shc_2024-25.17062,124.0,2.71,349.0,0.61,36.0,9.75,16.195999999999955,75.98799999999765,0.37,7.5,Nandanoor
0.32,0.4,0.25,0.82,29_524_shc_2024-25.10219,258.0,1.79,161.0,0.28,13.0,22.5,16.197999999999954,75.59799999999856,0.17,8.1,Chebbi
0.46,0.23,0.25,1.03,29_524_shc_2024-25.4961,258.0,1.63,275.0,0.48,15.0,38.2,16.197999999999954,75.6659999999984,0.18,7.5,Veerapur
0.76,0.28,0.2,0.94,29_524_shc_2024-25.5080,292.0,1.36,343.0,0.6,25.0,18.3,16.197999999999954,75.6659999999984,0.18,8.0,Veerapur
0.7,0.27,0.4,0.68,29_524_shc_2024-25.4721,247.0,1.65,263.0,0.46,46.0,12.7,16.197999999999954,75.65399999999843,0.14,8.3,Muranal
0.52,0.19,0.37,0.77,29_524_shc_2024-25.4952,236.0,1.44,390.0,0.68,34.0,4.5,16.197999999999954,75.65399999999843,0.1,8.3,Muranal
0.12,0.48,0.24,0.61,29_524_shc_2024-25.13687,270.0,1.32,189.0,0.33,12.0,18.2,16.197999999999954,75.59399999999857,0.17,8.1,Chebbi
0.16,0.4,0.2,1.05,29_524_shc_2024-25.3910,187.0,2.44,201.0,0.35,47.0,31.5,16.197999999999954,75.86199999999795,0.17,7.7,Hallur
0.77,0.46,0.22,0.97,29_524_shc_2024-25.4815,236.0,2.78,286.0,0.5,27.0,14.7,16.197999999999954,75.63199999999848,0.19,8.2,Kesanur *
0.4,0.47,0.25,0.92,29_524_shc_2024-25.17679,78.0,3.41,343.0,0.6,24.0,20.7,16.197999999999954,75.85599999999796,0.16,7.8,Hallur
0.69,0.28,0.18,0.86,29_524_shc_2024-25.464,274.0,2.34,178.0,0.31,24.0,22.0,16.199999999999953,75.59599999999857,0.17,8.3,Chebbi
0.45,0.62,0.1,0.82,29_524_shc_2024-25.2509,180.0,2.22,154.0,0.27,7.0,10.7,16.199999999999953,75.59599999999857,0.23,7.9,Chebbi
0.51,0.37,0.14,0.79,29_524_shc_2024-25.2511,247.0,1.74,287.0,0.5,14.0,31.7,16.199999999999953,75.59599999999857,0.26,7.6,Chebbi
0.72,0.7,0.09,0.96,29_524_shc_2024-25.2679,214.0,2.73,287.0,0.5,14.0,20.7,16.199999999999953,75.59599999999857,0.17,7.8,Chebbi
0.84,0.47,0.09,0.7,29_524_shc_2024-25.3083,292.0,2.02,281.0,0.49,4.0,25.0,16.199999999999953,75.59599999999857,0.18,7.9,Chebbi
0.56,0.45,0.15,0.94,29_524_shc_2024-25.3473,259.0,3.51,349.0,0.61,10.0,18.2,16.199999999999953,75.59599999999857,0.29,8.4,Chebbi
0.77,0.49,0.14,0.75,29_524_shc_2024-25.3474,270.0,2.8,269.0,0.47,10.0,17.0,16.199999999999953,75.59599999999857,0.21,8.6,Chebbi
0.51,0.28,0.44,0.83,29_524_shc_2024-25.4002,259.0,3.81,212.0,0.37,35.0,22.5,16.199999999999953,75.59599999999857,0.35,8.2,Chebbi
0.72,0.4,0.13,0.7,29_524_shc_2024-25.4003,304.0,2.57,218.0,0.38,35.0,17.7,16.199999999999953,75.59599999999857,0.29,8.0,Chebbi
0.57,0.33,0.21,0.62,29_524_shc_2024-25.4004,270.0,1.01,286.0,0.5,4.0,26.5,16.199999999999953,75.59599999999857,0.24,7.9,Chebbi
0.47,0.29,0.12,0.6,29_524_shc_2024-25.7468,191.0,2.5,241.0,0.42,5.0,20.0,16.199999999999953,75.59599999999857,0.17,7.9,Chebbi
0.6,0.36,0.55,0.36,29_524_shc_2024-25.18905,191.0,5.67,263.0,0.46,13.0,13.0,16.201999999999952,75.35599999999913,0.46,8.2,Hebbal
0.27,0.53,0.25,0.91,29_524_shc_2024-25.16441,225.0,3.25,269.0,0.47,24.0,7.75,16.201999999999952,75.59599999999857,0.11,8.3,Chebbi
1.01,0.27,0.21,0.55,29_524_shc_2024-25.4921,270.0,1.83,367.0,0.64,58.0,16.5,16.201999999999952,75.62999999999849,0.28,8.1,Bannidinni
0.73,0.47,0.26,0.95,29_524_shc_2024-25.17694,157.0,2.0,310.0,0.54,12.0,23.5,16.201999999999952,75.58599999999859,0.2,8.6,Chebbi
0.4,0.33,0.24,0.85,29_524_shc_2024-25.18493,360.0,1.61,241.0,0.42,12.0,21.5,16.201999999999952,75.58599999999859,0.25,8.4,Chebbi
0.36,0.45,0.31,6.36,29_524_shc_2024-25.16093,359.0,3.9,336.0,0.59,18.0,9.49,16.201999999999952,75.94199999999776,0.24,8.08,Bevoor
0.4,0.51,0.36,6.04,29_524_shc_2024-25.17193,348.0,3.1,349.0,0.61,25.0,8.39,16.201999999999952,75.86399999999794,0.29,8.17,Hallur
0.31,0.22,0.11,0.4,29_524_shc_2024-25.2051,270.0,1.23,132.0,0.23,57.0,12.5,16.201999999999952,75.92199999999781,0.17,7.0,Bevoor
0.36,0.39,0.11,0.78,29_524_shc_2024-25.2028,193.0,2.69,183.0,0.32,31.0,22.2,16.201999999999952,75.9279999999978,0.21,7.7,Bevoor
0.4,0.43,0.11,0.74,29_524_shc_2024-25.3744,197.0,2.57,166.0,0.29,21.0,16.5,16.201999999999952,75.9279999999978,0.24,7.2,Bevoor
0.28,0.71,0.76,1.75,29_524_shc_2024-25.5896,315.0,4.7,424.0,0.74,21.0,10.2,16.20399999999995,75.37599999999908,0.31,8.7,Chitrabanukoti
0.27,0.53,0.25,0.91,29_524_shc_2024-25.3997,225.0,3.25,269.0,0.47,25.0,7.75,16.20399999999995,75.59599999999857,0.11,8.3,Chebbi
0.66,0.31,0.29,0.97,29_524_shc_2024-25.4692,225.0,1.96,178.0,0.31,22.0,12.2,16.20399999999995,75.61199999999853,0.21,7.1,Yadahalli
0.29,0.3,0.27,0.51,29_524_shc_2024-25.4695,168.0,2.04,258.0,0.45,17.0,16.7,16.20399999999995,75.61199999999853,0.25,6.9,Yadahalli
0.29,0.3,0.27,0.51,29_524_shc_2024-25.4918,169.0,2.04,258.0,0.45,17.0,16.7,16.20399999999995,75.61199999999853,0.25,6.9,Yadahalli
0.5,0.41,0.35,1.03,29_524_shc_2024-25.5043,270.0,3.24,246.0,0.43,47.0,8.0,16.20399999999995,75.61199999999853,0.25,7.5,Yadahalli
0.87,0.41,0.18,0.91,29_524_shc_2024-25.4709,225.0,2.31,298.0,0.52,24.0,14.0,16.20399999999995,75.63599999999848,0.1,7.9,Kesanur *
0.67,0.22,0.26,0.91,29_524_shc_2024-25.5056,217.0,2.32,315.0,0.55,27.0,18.0,16.20399999999995,75.63599999999848,0.11,8.6,Kesanur *
0.47,0.48,0.23,0.76,29_524_shc_2024-25.19385,180.0,2.24,171.0,0.3,37.0,31.5,16.20399999999995,75.63599999999848,0.12,8.8,Kesanur *
0.8,0.39,0.12,2.31,29_524_shc_2024-25.14811,135.0,2.91,195.0,0.34,44.0,16.0,16.20399999999995,75.88599999999789,0.45,7.2,Bevoor
0.49,0.34,0.09,0.59,29_524_shc_2024-25.3793,225.0,1.08,161.0,0.28,66.0,15.0,16.20399999999995,75.9239999999978,0.27,6.8,Bevoor
0.54,0.36,0.25,0.54,29_524_shc_2024-25.12700,292.0,1.82,241.0,0.42,72.0,18.2,16.20399999999995,75.83399999999801,0.12,7.9,Hallur
0.29,0.35,0.11,0.86,29_524_shc_2024-25.305,271.0,1.81,195.0,0.34,19.0,12.5,16.20399999999995,75.94599999999775,0.18,8.2,Bevoor
0.26,0.34,0.1,0.7,29_524_shc_2024-25.2081,304.0,2.61,138.0,0.24,17.0,20.5,16.20399999999995,75.94599999999775,0.27,7.4,Bevoor
0.22,0.24,0.1,0.72,29_524_shc_2024-25.3813,239.0,2.26,206.0,0.36,37.0,14.2,16.20399999999995,75.94599999999775,0.2,8.0,Bevoor
0.39,0.63,0.25,0.68,29_524_shc_2024-25.10370,382.0,2.42,132.0,0.23,7.0,55.7,16.20599999999995,75.58599999999859,0.39,8.3,Chebbi
0.74,0.4,0.09,1.08,29_524_shc_2024-25.463,214.0,2.32,287.0,0.5,67.0,16.5,16.20599999999995,75.61599999999852,0.23,7.7,Anadinni
0.73,0.46,0.09,0.73,29_524_shc_2024-25.3087,258.0,1.88,189.0,0.33,22.0,24.5,16.20599999999995,75.61599999999852,0.22,7.8,Anadinni
0.39,0.32,0.16,0.61,29_524_shc_2024-25.3470,157.0,1.53,224.0,0.39,14.0,19.7,16.20599999999995,75.61599999999852,0.27,8.2,Anadinni
0.32,0.32,0.15,0.72,29_524_shc_2024-25.4012,247.0,3.32,384.0,0.67,18.0,19.2,16.20599999999995,75.59399999999857,0.29,8.4,Chebbi
0.32,0.32,0.15,0.72,29_524_shc_2024-25.4013,248.0,3.32,384.0,0.67,18.0,19.2,16.20599999999995,75.59399999999857,0.29,8.4,Chebbi
0.49,0.29,0.21,0.94,29_524_shc_2024-25.5048,211.0,1.18,332.0,0.58,32.0,17.0,16.20599999999995,75.62999999999849,0.31,8.4,Bannidinni
0.6,0.35,0.17,0.68,29_524_shc_2024-25.5050,184.0,2.85,332.0,0.58,33.0,17.2,16.20599999999995,75.62999999999849,0.37,7.9,Bannidinni
0.41,0.5,0.26,5.76,29_524_shc_2024-25.13399,340.0,2.8,343.0,0.6,12.0,9.17,16.20599999999995,75.91599999999782,0.32,8.37,Bevoor
0.41,0.48,0.36,5.58,29_524_shc_2024-25.14873,313.0,3.6,336.0,0.59,15.0,8.07,16.20599999999995,75.91599999999782,0.28,8.13,Bevoor
0.39,0.12,0.15,0.48,29_524_shc_2024-25.2031,247.0,1.46,126.0,0.22,57.0,17.5,16.20599999999995,75.91399999999783,0.15,7.8,Bevoor
0.7,0.16,0.12,0.53,29_524_shc_2024-25.2482,270.0,1.32,120.0,0.21,25.0,14.5,16.20599999999995,75.91399999999783,0.18,7.7,Bevoor
1.71,0.44,0.43,3.25,29_524_shc_2024-25.15805,191.0,4.52,171.0,0.3,11.0,23.5,16.20599999999995,75.95799999999772,0.22,7.6,Ganjihal
0.83,0.39,0.35,0.55,29_524_shc_2024-25.292,472.0,4.28,143.0,0.25,30.0,49.0,16.20799999999995,75.34799999999915,0.29,8.1,Hebbal
0.98,0.27,0.36,0.34,29_524_shc_2024-25.2583,641.0,2.74,120.0,0.21,31.0,41.7,16.20799999999995,75.34799999999915,0.24,7.9,Hebbal
0.78,0.36,0.87,0.53,29_524_shc_2024-25.2585,618.0,4.06,120.0,0.21,28.0,46.7,16.20799999999995,75.34799999999915,0.28,8.2,Hebbal
0.82,0.37,0.42,0.55,29_524_shc_2024-25.2622,573.0,4.48,149.0,0.26,54.0,45.2,16.20799999999995,75.34799999999915,0.3,8.2,Hebbal
0.91,0.59,1.02,0.76,29_524_shc_2024-25.3046,675.0,5.02,252.0,0.44,10.0,74.7,16.20799999999995,75.34799999999915,0.9,7.7,Hebbal
1.22,0.56,0.78,0.7,29_524_shc_2024-25.3834,472.0,4.62,131.0,0.23,50.0,75.2,16.20799999999995,75.34799999999915,0.77,8.0,Hebbal
0.74,0.39,0.91,0.63,29_524_shc_2024-25.3847,731.0,3.75,206.0,0.36,25.0,112.0,16.20799999999995,75.34799999999915,0.59,7.9,Hebbal
0.66,0.53,0.16,0.4,29_524_shc_2024-25.9985,506.0,1.85,275.0,0.48,46.0,23.2,16.20799999999995,75.56599999999864,0.35,8.8,Sokanadgi
0.52,0.43,0.18,0.7,29_524_shc_2024-25.18915,371.0,2.64,298.0,0.52,87.0,26.5,16.20799999999995,75.56599999999864,0.63,8.5,Sokanadgi
0.17,0.25,0.15,0.75,29_524_shc_2024-25.10497,213.0,1.64,292.0,0.51,23.0,21.2,16.20799999999995,75.58799999999859,0.13,8.8,Chebbi
0.43,0.43,0.36,5.54,29_524_shc_2024-25.15067,296.0,4.9,347.0,0.61,15.0,9.38,16.20799999999995,75.81599999999806,0.26,8.29,Bhagavati
0.41,0.29,0.13,0.59,29_524_shc_2024-25.2537,225.0,1.64,138.0,0.24,29.0,16.2,16.20799999999995,75.90599999999785,0.24,7.1,Bevoor
0.27,0.17,0.13,0.57,29_524_shc_2024-25.3411,211.0,1.91,189.0,0.33,20.0,20.5,16.20799999999995,75.90599999999785,0.14,7.6,Bevoor
0.21,0.26,0.15,0.64,29_524_shc_2024-25.3425,193.0,0.84,109.0,0.19,38.0,15.5,16.20799999999995,75.90599999999785,0.23,8.2,Bevoor
1.42,0.71,0.13,2.71,29_524_shc_2024-25.12415,180.0,2.89,275.0,0.48,35.0,21.7,16.20799999999995,75.98799999999765,0.48,7.6,Kengalkadapatti
0.26,0.77,1.09,1.3,29_524_shc_2024-25.5899,258.0,5.57,470.0,0.82,31.0,6.0,16.209999999999948,75.37599999999908,0.34,8.3,Chitrabanukoti
0.57,0.54,0.94,1.44,29_524_shc_2024-25.6149,292.0,3.15,407.0,0.71,12.0,9.75,16.209999999999948,75.37599999999908,0.29,8.1,Chitrabanukoti
0.37,0.39,0.25,0.85,29_524_shc_2024-25.13950,183.0,2.73,178.0,0.31,39.0,31.7,16.209999999999948,75.6279999999985,0.1,8.1,Bannidinni
0.48,0.23,0.18,0.87,29_524_shc_2024-25.5060,209.0,2.77,258.0,0.45,25.0,15.2,16.209999999999948,75.63399999999848,0.12,7.5,Kesanur *
0.64,0.43,0.16,0.59,29_524_shc_2024-25.2273,202.0,2.27,263.0,0.46,32.0,22.2,16.209999999999948,75.6239999999985,0.33,7.3,Anadinni
0.37,0.27,0.16,0.93,29_524_shc_2024-25.3082,180.0,2.67,286.0,0.5,29.0,15.2,16.209999999999948,75.6239999999985,0.13,8.5,Anadinni
0.6,0.32,0.17,0.79,29_524_shc_2024-25.13944,135.0,1.04,246.0,0.43,5.0,24.5,16.209999999999948,75.6239999999985,0.17,8.7,Anadinni
0.69,0.19,0.17,0.58,29_524_shc_2024-25.13951,281.0,1.4,286.0,0.5,54.0,27.0,16.209999999999948,75.6239999999985,0.14,8.8,Anadinni
1.63,0.86,0.18,2.95,29_524_shc_2024-25.12402,213.0,3.16,315.0,0.55,11.0,32.5,16.209999999999948,75.9679999999977,0.18,7.7,Ganjihal
1.71,0.68,0.13,2.18,29_524_shc_2024-25.12507,292.0,4.44,206.0,0.36,18.0,23.2,16.209999999999948,75.99399999999764,0.22,8.0,Kengalkadapatti
0.47,0.48,0.12,0.63,29_524_shc_2024-25.15977,236.0,3.44,246.0,0.43,30.0,7.0,16.209999999999948,75.99399999999764,0.5,8.0,Kengalkadapatti
0.34,0.29,0.16,0.74,29_524_shc_2024-25.15978,596.0,2.86,201.0,0.35,32.0,9.25,16.209999999999948,75.99399999999764,0.37,8.0,Kengalkadapatti
0.88,0.66,0.12,1.73,29_524_shc_2024-25.7254,180.0,3.96,218.0,0.38,11.0,22.2,16.209999999999948,75.98199999999767,0.54,8.0,Kengalkadapatti
0.42,0.78,0.14,1.48,29_524_shc_2024-25.12417,247.0,3.77,212.0,0.37,15.0,21.7,16.209999999999948,75.98199999999767,0.68,7.6,Kengalkadapatti
0.31,0.41,0.3,0.91,29_524_shc_2024-25.875,517.0,4.34,218.0,0.38,26.0,23.5,16.211999999999946,75.37799999999908,0.33,7.9,Chitrabanukoti
0.42,0.53,0.58,0.81,29_524_shc_2024-25.5886,731.0,2.53,246.0,0.43,34.0,8.21,16.211999999999946,75.37799999999908,0.29,7.7,Chitrabanukoti
0.23,0.4,0.63,0.78,29_524_shc_2024-25.6040,607.0,3.33,246.0,0.43,54.0,14.5,16.211999999999946,75.37799999999908,0.2,8.2,Chitrabanukoti
0.34,0.46,0.67,0.73,29_524_shc_2024-25.6139,708.0,4.14,241.0,0.42,29.0,16.2,16.211999999999946,75.37799999999908,0.27,8.2,Chitrabanukoti
0.42,0.35,0.12,0.9,29_524_shc_2024-25.1663,304.0,2.01,298.0,0.52,22.0,24.7,16.211999999999946,75.48999999999882,0.44,7.8,Kaladgi
0.5,0.28,0.11,0.6,29_524_shc_2024-25.9911,292.0,1.34,218.0,0.38,36.0,26.0,16.211999999999946,75.48999999999882,0.23,8.3,Kaladgi
0.27,0.29,0.11,0.86,29_524_shc_2024-25.10249,214.0,2.03,155.0,0.27,28.0,22.2,16.211999999999946,75.48999999999882,0.21,8.1,Kaladgi
0.33,0.25,0.1,1.02,29_524_shc_2024-25.10540,337.0,2.07,224.0,0.39,24.0,24.5,16.211999999999946,75.48999999999882,0.23,7.5,Kaladgi
0.51,0.52,0.1,0.85,29_524_shc_2024-25.10507,157.0,2.87,258.0,0.45,28.0,14.5,16.211999999999946,75.6239999999985,0.19,7.8,Anadinni
0.43,0.36,0.16,0.71,29_524_shc_2024-25.10703,225.0,1.93,235.0,0.41,30.0,28.2,16.211999999999946,75.6239999999985,0.42,8.0,Anadinni
0.6,0.42,0.12,0.34,29_524_shc_2024-25.16685,214.0,1.78,366.0,0.64,35.0,15.2,16.211999999999946,75.6239999999985,0.25,7.7,Anadinni
0.29,0.35,0.43,0.79,29_524_shc_2024-25.16310,180.0,2.68,292.0,0.51,12.0,30.5,16.211999999999946,75.69999999999833,0.26,8.2,Kadampur
24.0,6.0,0.24,1.87,29_524_shc_2024-25.15821,180.0,1.4,235.0,0.41,8.0,7.6,16.211999999999946,75.97999999999767,0.33,7.8,Ganjihal
1.12,0.52,0.3,1.73,29_524_shc_2024-25.15824,202.0,3.68,178.0,0.31,12.0,19.2,16.211999999999946,75.97999999999767,0.25,8.1,Ganjihal
0.1,0.3,0.11,0.84,29_524_shc_2024-25.2484,132.0,2.5,143.0,0.25,16.0,21.5,16.211999999999946,75.89599999999787,0.27,8.4,Bevoor
0.21,0.35,0.11,0.88,29_524_shc_2024-25.2939,101.0,3.45,229.0,0.4,14.0,21.0,16.211999999999946,75.89599999999787,0.21,8.5,Bevoor
0.3,0.73,0.86,1.08,29_524_shc_2024-25.5773,742.0,2.71,321.0,0.56,63.0,21.5,16.213999999999945,75.33199999999918,0.36,8.0,Timmapur
0.39,0.53,0.69,1.08,29_524_shc_2024-25.5774,303.0,3.08,452.0,0.79,36.0,16.7,16.213999999999945,75.33199999999918,0.38,8.0,Timmapur
0.29,0.88,0.61,1.08,29_524_shc_2024-25.5932,348.0,3.06,367.0,0.64,41.0,14.2,16.213999999999945,75.33199999999918,0.35,8.2,Timmapur
0.67,0.29,0.15,0.83,29_524_shc_2024-25.16683,216.0,1.82,361.0,0.63,16.0,15.7,16.213999999999945,75.59599999999857,0.23,7.6,Chebbi
0.48,0.2,0.11,0.66,29_524_shc_2024-25.2056,154.0,1.73,292.0,0.51,33.0,17.5,16.213999999999945,75.89799999999786,0.31,8.2,Bevoor
0.39,0.57,0.15,0.87,29_524_shc_2024-25.2463,214.0,1.69,206.0,0.36,26.0,19.2,16.213999999999945,75.89799999999786,0.44,8.3,Bevoor
0.4,0.42,0.27,0.86,29_524_shc_2024-25.2502,146.0,3.05,218.0,0.38,23.0,27.7,16.213999999999945,75.89999999999786,0.3,8.5,Bevoor
0.41,0.51,0.28,0.88,29_524_shc_2024-25.3158,101.0,2.77,275.0,0.48,24.0,14.7,16.213999999999945,75.83199999999802,0.23,8.2,Hallur
0.36,0.5,0.28,0.87,29_524_shc_2024-25.12044,101.0,2.74,263.0,0.46,22.0,20.2,16.213999999999945,75.83199999999802,0.55,8.2,Hallur
0.64,0.4,0.64,0.58,29_524_shc_2024-25.107,776.0,5.73,155.0,0.27,23.0,50.5,16.215999999999944,75.3659999999991,0.16,7.7,Hebbal
0.53,0.67,0.84,0.71,29_524_shc_2024-25.2380,956.0,3.38,223.0,0.39,29.0,50.7,16.215999999999944,75.3659999999991,0.32,7.9,Hebbal
0.45,0.78,0.68,1.29,29_524_shc_2024-25.882,258.0,5.36,470.0,0.82,23.0,26.0,16.215999999999944,75.3679999999991,0.29,8.0,Chitrabanukoti
0.26,0.75,0.64,0.83,29_524_shc_2024-25.5898,281.0,3.68,229.0,0.4,24.0,2.5,16.215999999999944,75.3679999999991,0.27,8.2,Chitrabanukoti
0.23,1.08,0.64,1.41,29_524_shc_2024-25.5961,270.0,4.58,452.0,0.79,27.0,2.5,16.215999999999944,75.3679999999991,0.13,8.2,Chitrabanukoti
0.35,0.9,0.73,1.79,29_524_shc_2024-25.5962,304.0,5.15,452.0,0.79,33.0,6.0,16.215999999999944,75.3679999999991,0.16,8.3,Chitrabanukoti
0.17,0.83,0.7,1.49,29_524_shc_2024-25.5965,214.0,4.43,395.0,0.69,24.0,3.75,16.215999999999944,75.3679999999991,0.25,7.9,Chitrabanukoti
0.36,1.12,0.7,1.38,29_524_shc_2024-25.6042,360.0,5.28,504.0,0.88,32.0,2.75,16.215999999999944,75.3679999999991,0.19,8.3,Chitrabanukoti
0.15,0.48,0.72,1.05,29_524_shc_2024-25.6043,202.0,5.09,229.0,0.4,17.0,2.5,16.215999999999944,75.3679999999991,0.37,7.9,Chitrabanukoti
0.37,0.55,0.75,1.2,29_524_shc_2024-25.6124,180.0,4.17,241.0,0.42,19.0,3.0,16.215999999999944,75.3679999999991,0.35,7.9,Chitrabanukoti
0.34,0.67,0.82,1.27,29_524_shc_2024-25.6144,304.0,4.28,246.0,0.43,26.0,7.25,16.215999999999944,75.3679999999991,0.35,8.0,Chitrabanukoti
0.1,0.66,0.76,1.44,29_524_shc_2024-25.6147,157.0,6.19,224.0,0.39,13.0,2.5,16.215999999999944,75.3679999999991,0.38,8.1,Chitrabanukoti
0.73,0.33,0.14,2.34,29_524_shc_2024-25.17473,202.0,5.78,332.0,0.58,37.0,4.0,16.215999999999944,75.35199999999914,0.55,7.4,Hebbal
0.42,0.3,0.25,0.8,29_524_shc_2024-25.10247,348.0,2.23,344.0,0.6,38.0,29.0,16.215999999999944,75.48399999999883,0.15,8.1,Ankalagi
0.21,0.32,0.46,1.0,29_524_shc_2024-25.9912,168.0,2.55,246.0,0.43,16.0,29.0,16.215999999999944,75.46199999999888,0.29,7.4,Sharadal
0.37,0.49,0.33,5.9,29_524_shc_2024-25.15169,347.0,3.4,335.0,0.58,19.0,8.2,16.217999999999943,75.80799999999807,0.34,8.31,Mudapaljivi
0.38,0.5,0.3,5.95,29_524_shc_2024-25.15171,336.0,2.3,346.0,0.6,20.0,8.41,16.217999999999943,75.80799999999807,0.25,8.24,Mudapaljivi
0.47,0.73,0.07,1.17,29_524_shc_2024-25.18268,217.0,4.23,246.0,0.43,12.0,13.0,16.217999999999943,75.86799999999793,0.21,7.4,Hallur
0.33,22.0,0.12,0.4,29_524_shc_2024-25.237,271.0,1.23,132.0,0.23,57.0,12.5,16.217999999999943,75.90399999999785,0.17,7.0,Bevoor
0.76,0.56,0.24,2.91,29_524_shc_2024-25.9807,258.0,3.89,189.0,0.33,14.0,12.2,16.219999999999942,75.29999999999926,0.87,6.8,Petlur
0.42,0.87,0.17,2.81,29_524_shc_2024-25.10329,146.0,5.76,206.0,0.36,11.0,12.2,16.219999999999942,75.29999999999926,0.72,7.0,Petlur
0.44,0.83,0.23,2.29,29_524_shc_2024-25.10335,214.0,2.13,235.0,0.41,30.0,14.5,16.219999999999942,75.29999999999926,0.67,7.1,Petlur
0.69,0.62,0.26,0.7,29_524_shc_2024-25.843,742.0,3.35,498.0,0.87,19.0,4.25,16.219999999999942,75.33799999999917,0.17,8.5,Timmapur
0.6,0.57,0.38,1.0,29_524_shc_2024-25.844,472.0,2.62,401.0,0.7,11.0,4.75,16.219999999999942,75.33799999999917,0.16,8.2,Timmapur
0.34,0.43,0.3,1.01,29_524_shc_2024-25.5817,506.0,3.29,481.0,0.84,15.0,6.75,16.219999999999942,75.33799999999917,0.16,8.4,Timmapur
0.7,0.42,0.56,0.85,29_524_shc_2024-25.5820,438.0,3.22,429.0,0.75,12.0,39.0,16.219999999999942,75.33799999999917,0.24,7.0,Timmapur
0.37,0.53,0.23,0.94,29_524_shc_2024-25.5877,585.0,3.8,315.0,0.55,13.0,2.5,16.219999999999942,75.33799999999917,0.22,8.2,Timmapur
0.54,0.53,0.24,0.98,29_524_shc_2024-25.5935,562.0,3.52,424.0,0.74,15.0,7.25,16.219999999999942,75.33799999999917,0.23,7.5,Timmapur
0.37,0.5,0.33,5.37,29_524_shc_2024-25.16056,315.0,4.5,353.0,0.62,12.0,8.43,16.219999999999942,75.89399999999787,0.28,8.13,Bevoor
0.42,0.51,0.27,5.64,29_524_shc_2024-25.17008,327.0,3.0,333.0,0.58,24.0,8.07,16.219999999999942,75.89399999999787,0.33,8.24,Bevoor
0.28,0.34,0.12,0.64,29_524_shc_2024-25.2430,258.0,2.63,292.0,0.51,34.0,31.3,16.219999999999942,75.97199999999769,0.11,8.3,Domanal
0.3,0.34,0.23,1.0,29_524_shc_2024-25.10428,213.0,2.47,281.0,0.49,31.0,30.2,16.219999999999942,75.98199999999767,0.14,8.0,Bommanagi
